id,acorn,acorn-grouped,aff
2,ACORN-A,Affluent,1
3,ACORN-P,Adversity,0
4,ACORN-E,Affluent,1
6,ACORN-Q,Adversity,0
7,ACORN-H,Comfortable,0
8,ACORN-H,Comfortable,0
9,ACORN-L,Adversity,0
10,ACORN-H,Comfortable,0
11,ACORN-N,Adversity,0
12,ACORN-E,Affluent,1
13,ACORN-K,Adversity,0
16,ACORN-K,Adversity,0
18,ACORN-E,Affluent,1
19,ACORN-K,Adversity,0
20,ACORN-J,Comfortable,0
21,ACORN-E,Affluent,1
22,ACORN-Q,Adversity,0
23,ACORN-U,ACORN-U,0
24,ACORN-E,Affluent,1
25,ACORN-P,Adversity,0
26,ACORN-D,Affluent,1
27,ACORN-J,Comfortable,0
28,ACORN-E,Affluent,1
29,ACORN-P,Adversity,0
30,ACORN-A,Affluent,1
32,ACORN-Q,Adversity,0
33,ACORN-E,Affluent,1
34,ACORN-E,Affluent,1
35,ACORN-E,Affluent,1
36,ACORN-E,Affluent,1
37,ACORN-E,Affluent,1
38,ACORN-L,Adversity,0
39,ACORN-F,Comfortable,0
40,ACORN-A,Affluent,1
41,ACORN-Q,Adversity,0
42,ACORN-Q,Adversity,0
43,ACORN-H,Comfortable,0
45,ACORN-E,Affluent,1
47,ACORN-Q,Adversity,0
49,ACORN-E,Affluent,1
50,ACORN-D,Affluent,1
53,ACORN-F,Comfortable,0
54,ACORN-Q,Adversity,0
55,ACORN-K,Adversity,0
56,ACORN-Q,Adversity,0
57,ACORN-E,Affluent,1
58,ACORN-E,Affluent,1
59,ACORN-H,Comfortable,0
60,ACORN-F,Comfortable,0
61,ACORN-Q,Adversity,0
62,ACORN-H,Comfortable,0
63,ACORN-D,Affluent,1
66,ACORN-E,Affluent,1
67,ACORN-N,Adversity,0
68,ACORN-L,Adversity,0
69,ACORN-G,Comfortable,0
70,ACORN-H,Comfortable,0
72,ACORN-E,Affluent,1
73,ACORN-D,Affluent,1
74,ACORN-H,Comfortable,0
77,ACORN-Q,Adversity,0
78,ACORN-E,Affluent,1
79,ACORN-D,Affluent,1
80,ACORN-E,Affluent,1
81,ACORN-K,Adversity,0
83,ACORN-J,Comfortable,0
84,ACORN-D,Affluent,1
85,ACORN-D,Affluent,1
86,ACORN-E,Affluent,1
87,ACORN-E,Affluent,1
89,ACORN-H,Comfortable,0
90,ACORN-Q,Adversity,0
91,ACORN-H,Comfortable,0
92,ACORN-Q,Adversity,0
93,ACORN-H,Comfortable,0
94,ACORN-G,Comfortable,0
95,ACORN-E,Affluent,1
96,ACORN-C,Affluent,1
97,ACORN-G,Comfortable,0
98,ACORN-F,Comfortable,0
99,ACORN-U,ACORN-U,0
100,ACORN-N,Adversity,0
101,ACORN-L,Adversity,0
102,ACORN-Q,Adversity,0
103,ACORN-A,Affluent,1
104,ACORN-Q,Adversity,0
105,ACORN-D,Affluent,1
108,ACORN-J,Comfortable,0
110,ACORN-A,Affluent,1
111,ACORN-M,Adversity,0
112,ACORN-A,Affluent,1
113,ACORN-E,Affluent,1
114,ACORN-M,Adversity,0
115,ACORN-L,Adversity,0
116,ACORN-E,Affluent,1
117,ACORN-L,Adversity,0
118,ACORN-G,Comfortable,0
119,ACORN-H,Comfortable,0
120,ACORN-E,Affluent,1
121,ACORN-L,Adversity,0
122,ACORN-E,Affluent,1
123,ACORN-K,Adversity,0
125,ACORN-F,Comfortable,0
126,ACORN-E,Affluent,1
127,ACORN-L,Adversity,0
128,ACORN-H,Comfortable,0
129,ACORN-E,Affluent,1
130,ACORN-K,Adversity,0
131,ACORN-E,Affluent,1
132,ACORN-E,Affluent,1
133,ACORN-Q,Adversity,0
134,ACORN-L,Adversity,0
135,ACORN-Q,Adversity,0
136,ACORN-Q,Adversity,0
137,ACORN-H,Comfortable,0
138,ACORN-E,Affluent,1
140,ACORN-C,Affluent,1
142,ACORN-M,Adversity,0
143,ACORN-F,Comfortable,0
144,ACORN-E,Affluent,1
145,ACORN-F,Comfortable,0
148,ACORN-F,Comfortable,0
149,ACORN-F,Comfortable,0
150,ACORN-E,Affluent,1
151,ACORN-G,Comfortable,0
152,ACORN-E,Affluent,1
153,ACORN-E,Affluent,1
154,ACORN-Q,Adversity,0
155,ACORN-D,Affluent,1
156,ACORN-F,Comfortable,0
157,ACORN-G,Comfortable,0
159,ACORN-E,Affluent,1
160,ACORN-F,Comfortable,0
161,ACORN-E,Affluent,1
162,ACORN-Q,Adversity,0
163,ACORN-F,Comfortable,0
164,ACORN-E,Affluent,1
166,ACORN-Q,Adversity,0
167,ACORN-F,Comfortable,0
168,ACORN-E,Affluent,1
169,ACORN-E,Affluent,1
171,ACORN-O,Adversity,0
172,ACORN-E,Affluent,1
174,ACORN-Q,Adversity,0
175,ACORN-E,Affluent,1
176,ACORN-E,Affluent,1
177,ACORN-F,Comfortable,0
178,ACORN-Q,Adversity,0
179,ACORN-E,Affluent,1
180,ACORN-F,Comfortable,0
181,ACORN-E,Affluent,1
182,ACORN-E,Affluent,1
183,ACORN-G,Comfortable,0
184,ACORN-F,Comfortable,0
185,ACORN-F,Comfortable,0
188,ACORN-F,Comfortable,0
189,ACORN-E,Affluent,1
190,ACORN-F,Comfortable,0
191,ACORN-E,Affluent,1
192,ACORN-F,Comfortable,0
196,ACORN-Q,Adversity,0
197,ACORN-F,Comfortable,0
199,ACORN-L,Adversity,0
200,ACORN-F,Comfortable,0
201,ACORN-F,Comfortable,0
202,ACORN-K,Adversity,0
203,ACORN-E,Affluent,1
204,ACORN-Q,Adversity,0
205,ACORN-E,Affluent,1
206,ACORN-F,Comfortable,0
207,ACORN-Q,Adversity,0
208,ACORN-Q,Adversity,0
209,ACORN-F,Comfortable,0
210,ACORN-F,Comfortable,0
211,ACORN-F,Comfortable,0
212,ACORN-Q,Adversity,0
213,ACORN-O,Adversity,0
214,ACORN-E,Affluent,1
215,ACORN-F,Comfortable,0
216,ACORN-Q,Adversity,0
217,ACORN-F,Comfortable,0
218,ACORN-E,Affluent,1
220,ACORN-E,Affluent,1
221,ACORN-E,Affluent,1
222,ACORN-F,Comfortable,0
223,ACORN-Q,Adversity,0
224,ACORN-E,Affluent,1
225,ACORN-G,Comfortable,0
226,ACORN-F,Comfortable,0
227,ACORN-Q,Adversity,0
228,ACORN-E,Affluent,1
229,ACORN-F,Comfortable,0
230,ACORN-K,Adversity,0
231,ACORN-Q,Adversity,0
232,ACORN-F,Comfortable,0
233,ACORN-Q,Adversity,0
234,ACORN-E,Affluent,1
235,ACORN-E,Affluent,1
237,ACORN-E,Affluent,1
238,ACORN-F,Comfortable,0
239,ACORN-H,Comfortable,0
240,ACORN-F,Comfortable,0
241,ACORN-G,Comfortable,0
242,ACORN-E,Affluent,1
243,ACORN-F,Comfortable,0
244,ACORN-F,Comfortable,0
245,ACORN-L,Adversity,0
246,ACORN-A,Affluent,1
248,ACORN-F,Comfortable,0
249,ACORN-Q,Adversity,0
250,ACORN-G,Comfortable,0
251,ACORN-H,Comfortable,0
252,ACORN-F,Comfortable,0
253,ACORN-E,Affluent,1
254,ACORN-H,Comfortable,0
255,ACORN-K,Adversity,0
256,ACORN-L,Adversity,0
258,ACORN-K,Adversity,0
260,ACORN-G,Comfortable,0
262,ACORN-F,Comfortable,0
263,ACORN-E,Affluent,1
264,ACORN-E,Affluent,1
267,ACORN-K,Adversity,0
268,ACORN-Q,Adversity,0
269,ACORN-Q,Adversity,0
270,ACORN-E,Affluent,1
271,ACORN-F,Comfortable,0
272,ACORN-H,Comfortable,0
273,ACORN-E,Affluent,1
274,ACORN-E,Affluent,1
275,ACORN-E,Affluent,1
276,ACORN-F,Comfortable,0
277,ACORN-F,Comfortable,0
279,ACORN-F,Comfortable,0
280,ACORN-E,Affluent,1
281,ACORN-K,Adversity,0
282,ACORN-E,Affluent,1
283,ACORN-P,Adversity,0
284,ACORN-E,Affluent,1
285,ACORN-Q,Adversity,0
287,ACORN-E,Affluent,1
289,ACORN-D,Affluent,1
291,ACORN-D,Affluent,1
294,ACORN-H,Comfortable,0
295,ACORN-E,Affluent,1
296,ACORN-E,Affluent,1
297,ACORN-E,Affluent,1
299,ACORN-E,Affluent,1
300,ACORN-E,Affluent,1
301,ACORN-E,Affluent,1
302,ACORN-E,Affluent,1
304,ACORN-E,Affluent,1
305,ACORN-Q,Adversity,0
306,ACORN-E,Affluent,1
307,ACORN-E,Affluent,1
308,ACORN-E,Affluent,1
309,ACORN-E,Affluent,1
310,ACORN-L,Adversity,0
311,ACORN-D,Affluent,1
312,ACORN-E,Affluent,1
313,ACORN-Q,Adversity,0
314,ACORN-F,Comfortable,0
315,ACORN-E,Affluent,1
316,ACORN-Q,Adversity,0
317,ACORN-D,Affluent,1
318,ACORN-Q,Adversity,0
319,ACORN-F,Comfortable,0
320,ACORN-E,Affluent,1
321,ACORN-E,Affluent,1
322,ACORN-D,Affluent,1
323,ACORN-A,Affluent,1
324,ACORN-E,Affluent,1
325,ACORN-E,Affluent,1
326,ACORN-D,Affluent,1
327,ACORN-E,Affluent,1
329,ACORN-Q,Adversity,0
330,ACORN-E,Affluent,1
331,ACORN-E,Affluent,1
332,ACORN-E,Affluent,1
333,ACORN-Q,Adversity,0
334,ACORN-Q,Adversity,0
335,ACORN-E,Affluent,1
337,ACORN-P,Adversity,0
338,ACORN-E,Affluent,1
340,ACORN-H,Comfortable,0
341,ACORN-H,Comfortable,0
343,ACORN-K,Adversity,0
345,ACORN-E,Affluent,1
346,ACORN-E,Affluent,1
347,ACORN-F,Comfortable,0
348,ACORN-G,Comfortable,0
349,ACORN-E,Affluent,1
350,ACORN-P,Adversity,0
351,ACORN-E,Affluent,1
353,ACORN-E,Affluent,1
355,ACORN-E,Affluent,1
356,ACORN-E,Affluent,1
357,ACORN-E,Affluent,1
358,ACORN-E,Affluent,1
359,ACORN-E,Affluent,1
360,ACORN-H,Comfortable,0
361,ACORN-E,Affluent,1
362,ACORN-Q,Adversity,0
363,ACORN-O,Adversity,0
364,ACORN-Q,Adversity,0
365,ACORN-Q,Adversity,0
367,ACORN-E,Affluent,1
368,ACORN-E,Affluent,1
370,ACORN-E,Affluent,1
371,ACORN-F,Comfortable,0
372,ACORN-E,Affluent,1
373,ACORN-L,Adversity,0
374,ACORN-E,Affluent,1
375,ACORN-H,Comfortable,0
376,ACORN-E,Affluent,1
377,ACORN-D,Affluent,1
378,ACORN-E,Affluent,1
379,ACORN-A,Affluent,1
380,ACORN-E,Affluent,1
381,ACORN-H,Comfortable,0
382,ACORN-H,Comfortable,0
385,ACORN-Q,Adversity,0
386,ACORN-A,Affluent,1
387,ACORN-E,Affluent,1
388,ACORN-E,Affluent,1
389,ACORN-E,Affluent,1
390,ACORN-L,Adversity,0
391,ACORN-Q,Adversity,0
394,ACORN-H,Comfortable,0
396,ACORN-E,Affluent,1
397,ACORN-F,Comfortable,0
398,ACORN-E,Affluent,1
399,ACORN-F,Comfortable,0
400,ACORN-E,Affluent,1
403,ACORN-E,Affluent,1
404,ACORN-E,Affluent,1
405,ACORN-H,Comfortable,0
407,ACORN-F,Comfortable,0
409,ACORN-E,Affluent,1
411,ACORN-F,Comfortable,0
412,ACORN-Q,Adversity,0
413,ACORN-E,Affluent,1
414,ACORN-E,Affluent,1
415,ACORN-E,Affluent,1
416,ACORN-Q,Adversity,0
417,ACORN-Q,Adversity,0
419,ACORN-E,Affluent,1
420,ACORN-E,Affluent,1
422,ACORN-E,Affluent,1
423,ACORN-Q,Adversity,0
424,ACORN-E,Affluent,1
425,ACORN-Q,Adversity,0
426,ACORN-F,Comfortable,0
427,ACORN-O,Adversity,0
428,ACORN-L,Adversity,0
429,ACORN-E,Affluent,1
430,ACORN-Q,Adversity,0
431,ACORN-C,Affluent,1
432,ACORN-F,Comfortable,0
434,ACORN-Q,Adversity,0
435,ACORN-Q,Adversity,0
436,ACORN-L,Adversity,0
437,ACORN-E,Affluent,1
438,ACORN-E,Affluent,1
440,ACORN-K,Adversity,0
441,ACORN-E,Affluent,1
442,ACORN-D,Affluent,1
443,ACORN-E,Affluent,1
444,ACORN-E,Affluent,1
445,ACORN-F,Comfortable,0
446,ACORN-H,Comfortable,0
448,ACORN-E,Affluent,1
449,ACORN-Q,Adversity,0
450,ACORN-A,Affluent,1
452,ACORN-H,Comfortable,0
453,ACORN-G,Comfortable,0
454,ACORN-E,Affluent,1
455,ACORN-D,Affluent,1
457,ACORN-Q,Adversity,0
458,ACORN-E,Affluent,1
459,ACORN-E,Affluent,1
460,ACORN-Q,Adversity,0
462,ACORN-D,Affluent,1
463,ACORN-E,Affluent,1
466,ACORN-L,Adversity,0
468,ACORN-F,Comfortable,0
469,ACORN-E,Affluent,1
471,ACORN-Q,Adversity,0
472,ACORN-Q,Adversity,0
473,ACORN-E,Affluent,1
474,ACORN-O,Adversity,0
476,ACORN-F,Comfortable,0
477,ACORN-M,Adversity,0
479,ACORN-F,Comfortable,0
480,ACORN-E,Affluent,1
481,ACORN-P,Adversity,0
482,ACORN-E,Affluent,1
483,ACORN-N,Adversity,0
484,ACORN-L,Adversity,0
485,ACORN-E,Affluent,1
486,ACORN-Q,Adversity,0
488,ACORN-E,Affluent,1
489,ACORN-E,Affluent,1
490,ACORN-L,Adversity,0
491,ACORN-O,Adversity,0
492,ACORN-I,Comfortable,0
493,ACORN-M,Adversity,0
495,ACORN-E,Affluent,1
496,ACORN-E,Affluent,1
498,ACORN-H,Comfortable,0
499,ACORN-E,Affluent,1
501,ACORN-F,Comfortable,0
502,ACORN-F,Comfortable,0
503,ACORN-D,Affluent,1
504,ACORN-E,Affluent,1
505,ACORN-E,Affluent,1
506,ACORN-E,Affluent,1
507,ACORN-Q,Adversity,0
508,ACORN-E,Affluent,1
509,ACORN-E,Affluent,1
510,ACORN-Q,Adversity,0
511,ACORN-Q,Adversity,0
513,ACORN-Q,Adversity,0
514,ACORN-O,Adversity,0
515,ACORN-K,Adversity,0
516,ACORN-E,Affluent,1
517,ACORN-C,Affluent,1
518,ACORN-E,Affluent,1
519,ACORN-G,Comfortable,0
520,ACORN-J,Comfortable,0
522,ACORN-D,Affluent,1
524,ACORN-G,Comfortable,0
526,ACORN-E,Affluent,1
527,ACORN-Q,Adversity,0
528,ACORN-O,Adversity,0
530,ACORN-F,Comfortable,0
531,ACORN-D,Affluent,1
532,ACORN-K,Adversity,0
533,ACORN-H,Comfortable,0
534,ACORN-Q,Adversity,0
535,ACORN-A,Affluent,1
536,ACORN-F,Comfortable,0
538,ACORN-E,Affluent,1
539,ACORN-F,Comfortable,0
540,ACORN-E,Affluent,1
541,ACORN-Q,Adversity,0
542,ACORN-Q,Adversity,0
543,ACORN-Q,Adversity,0
545,ACORN-C,Affluent,1
546,ACORN-E,Affluent,1
547,ACORN-H,Comfortable,0
548,ACORN-L,Adversity,0
550,ACORN-F,Comfortable,0
551,ACORN-D,Affluent,1
552,ACORN-K,Adversity,0
553,ACORN-F,Comfortable,0
554,ACORN-H,Comfortable,0
555,ACORN-P,Adversity,0
556,ACORN-Q,Adversity,0
557,ACORN-A,Affluent,1
558,ACORN-Q,Adversity,0
559,ACORN-L,Adversity,0
560,ACORN-Q,Adversity,0
562,ACORN-E,Affluent,1
563,ACORN-F,Comfortable,0
564,ACORN-E,Affluent,1
566,ACORN-K,Adversity,0
567,ACORN-E,Affluent,1
568,ACORN-L,Adversity,0
569,ACORN-A,Affluent,1
570,ACORN-P,Adversity,0
571,ACORN-Q,Adversity,0
572,ACORN-D,Affluent,1
573,ACORN-L,Adversity,0
574,ACORN-K,Adversity,0
575,ACORN-Q,Adversity,0
576,ACORN-Q,Adversity,0
577,ACORN-E,Affluent,1
578,ACORN-H,Comfortable,0
579,ACORN-Q,Adversity,0
580,ACORN-Q,Adversity,0
581,ACORN-N,Adversity,0
585,ACORN-Q,Adversity,0
588,ACORN-H,Comfortable,0
589,ACORN-H,Comfortable,0
591,ACORN-F,Comfortable,0
592,ACORN-L,Adversity,0
594,ACORN-F,Comfortable,0
596,ACORN-E,Affluent,1
597,ACORN-P,Adversity,0
599,ACORN-Q,Adversity,0
600,ACORN-E,Affluent,1
601,ACORN-K,Adversity,0
602,ACORN-E,Affluent,1
603,ACORN-E,Affluent,1
604,ACORN-O,Adversity,0
606,ACORN-B,Affluent,1
607,ACORN-L,Adversity,0
608,ACORN-L,Adversity,0
610,ACORN-E,Affluent,1
612,ACORN-E,Affluent,1
613,ACORN-F,Comfortable,0
614,ACORN-H,Comfortable,0
615,ACORN-Q,Adversity,0
616,ACORN-Q,Adversity,0
618,ACORN-E,Affluent,1
621,ACORN-K,Adversity,0
622,ACORN-Q,Adversity,0
623,ACORN-K,Adversity,0
624,ACORN-E,Affluent,1
625,ACORN-E,Affluent,1
626,ACORN-O,Adversity,0
627,ACORN-Q,Adversity,0
629,ACORN-L,Adversity,0
630,ACORN-C,Affluent,1
631,ACORN-E,Affluent,1
632,ACORN-D,Affluent,1
634,ACORN-F,Comfortable,0
636,ACORN-E,Affluent,1
637,ACORN-E,Affluent,1
638,ACORN-H,Comfortable,0
639,ACORN-E,Affluent,1
642,ACORN-F,Comfortable,0
643,ACORN-F,Comfortable,0
644,ACORN-L,Adversity,0
645,ACORN-P,Adversity,0
646,ACORN-E,Affluent,1
647,ACORN-D,Affluent,1
648,ACORN-F,Comfortable,0
649,ACORN-P,Adversity,0
650,ACORN-F,Comfortable,0
651,ACORN-E,Affluent,1
652,ACORN-E,Affluent,1
654,ACORN-E,Affluent,1
655,ACORN-F,Comfortable,0
656,ACORN-O,Adversity,0
657,ACORN-Q,Adversity,0
658,ACORN-L,Adversity,0
659,ACORN-L,Adversity,0
660,ACORN-K,Adversity,0
661,ACORN-F,Comfortable,0
662,ACORN-L,Adversity,0
663,ACORN-E,Affluent,1
664,ACORN-K,Adversity,0
667,ACORN-M,Adversity,0
668,ACORN-J,Comfortable,0
669,ACORN-E,Affluent,1
670,ACORN-L,Adversity,0
671,ACORN-F,Comfortable,0
674,ACORN-M,Adversity,0
675,ACORN-F,Comfortable,0
676,ACORN-F,Comfortable,0
677,ACORN-E,Affluent,1
678,ACORN-F,Comfortable,0
679,ACORN-E,Affluent,1
682,ACORN-H,Comfortable,0
684,ACORN-Q,Adversity,0
685,ACORN-H,Comfortable,0
686,ACORN-E,Affluent,1
689,ACORN-C,Affluent,1
690,ACORN-Q,Adversity,0
691,ACORN-G,Comfortable,0
692,ACORN-D,Affluent,1
693,ACORN-E,Affluent,1
694,ACORN-L,Adversity,0
695,ACORN-Q,Adversity,0
696,ACORN-Q,Adversity,0
697,ACORN-E,Affluent,1
698,ACORN-F,Comfortable,0
699,ACORN-G,Comfortable,0
700,ACORN-E,Affluent,1
701,ACORN-E,Affluent,1
702,ACORN-Q,Adversity,0
703,ACORN-Q,Adversity,0
705,ACORN-L,Adversity,0
706,ACORN-E,Affluent,1
707,ACORN-N,Adversity,0
711,ACORN-Q,Adversity,0
712,ACORN-L,Adversity,0
713,ACORN-A,Affluent,1
714,ACORN-Q,Adversity,0
715,ACORN-D,Affluent,1
717,ACORN-Q,Adversity,0
718,ACORN-Q,Adversity,0
720,ACORN-K,Adversity,0
721,ACORN-F,Comfortable,0
723,ACORN-H,Comfortable,0
724,ACORN-L,Adversity,0
726,ACORN-I,Comfortable,0
727,ACORN-D,Affluent,1
729,ACORN-E,Affluent,1
730,ACORN-E,Affluent,1
731,ACORN-L,Adversity,0
732,ACORN-E,Affluent,1
733,ACORN-E,Affluent,1
734,ACORN-K,Adversity,0
735,ACORN-Q,Adversity,0
736,ACORN-H,Comfortable,0
737,ACORN-D,Affluent,1
740,ACORN-Q,Adversity,0
741,ACORN-D,Affluent,1
742,ACORN-E,Affluent,1
743,ACORN-Q,Adversity,0
744,ACORN-C,Affluent,1
745,ACORN-E,Affluent,1
746,ACORN-Q,Adversity,0
747,ACORN-E,Affluent,1
748,ACORN-Q,Adversity,0
749,ACORN-E,Affluent,1
750,ACORN-L,Adversity,0
752,ACORN-Q,Adversity,0
753,ACORN-E,Affluent,1
756,ACORN-E,Affluent,1
757,ACORN-O,Adversity,0
758,ACORN-Q,Adversity,0
760,ACORN-Q,Adversity,0
761,ACORN-K,Adversity,0
762,ACORN-E,Affluent,1
763,ACORN-L,Adversity,0
764,ACORN-E,Affluent,1
765,ACORN-E,Affluent,1
767,ACORN-E,Affluent,1
768,ACORN-A,Affluent,1
769,ACORN-F,Comfortable,0
770,ACORN-E,Affluent,1
771,ACORN-Q,Adversity,0
773,ACORN-H,Comfortable,0
774,ACORN-E,Affluent,1
776,ACORN-D,Affluent,1
777,ACORN-E,Affluent,1
778,ACORN-A,Affluent,1
779,ACORN-L,Adversity,0
780,ACORN-E,Affluent,1
781,ACORN-Q,Adversity,0
782,ACORN-E,Affluent,1
783,ACORN-F,Comfortable,0
784,ACORN-H,Comfortable,0
786,ACORN-O,Adversity,0
787,ACORN-F,Comfortable,0
788,ACORN-F,Comfortable,0
790,ACORN-L,Adversity,0
792,ACORN-L,Adversity,0
793,ACORN-J,Comfortable,0
794,ACORN-F,Comfortable,0
795,ACORN-F,Comfortable,0
796,ACORN-Q,Adversity,0
798,ACORN-C,Affluent,1
799,ACORN-F,Comfortable,0
800,ACORN-H,Comfortable,0
802,ACORN-K,Adversity,0
804,ACORN-E,Affluent,1
806,ACORN-K,Adversity,0
807,ACORN-J,Comfortable,0
808,ACORN-D,Affluent,1
809,ACORN-H,Comfortable,0
811,ACORN-K,Adversity,0
812,ACORN-E,Affluent,1
813,ACORN-F,Comfortable,0
815,ACORN-D,Affluent,1
816,ACORN-A,Affluent,1
818,ACORN-N,Adversity,0
820,ACORN-Q,Adversity,0
823,ACORN-E,Affluent,1
824,ACORN-I,Comfortable,0
825,ACORN-E,Affluent,1
826,ACORN-F,Comfortable,0
827,ACORN-K,Adversity,0
829,ACORN-L,Adversity,0
831,ACORN-E,Affluent,1
832,ACORN-K,Adversity,0
833,ACORN-I,Comfortable,0
835,ACORN-G,Comfortable,0
836,ACORN-Q,Adversity,0
837,ACORN-E,Affluent,1
838,ACORN-Q,Adversity,0
839,ACORN-Q,Adversity,0
840,ACORN-E,Affluent,1
842,ACORN-K,Adversity,0
843,ACORN-Q,Adversity,0
844,ACORN-H,Comfortable,0
846,ACORN-J,Comfortable,0
848,ACORN-E,Affluent,1
849,ACORN-E,Affluent,1
850,ACORN-A,Affluent,1
852,ACORN-K,Adversity,0
853,ACORN-Q,Adversity,0
854,ACORN-I,Comfortable,0
855,ACORN-E,Affluent,1
856,ACORN-F,Comfortable,0
858,ACORN-K,Adversity,0
860,ACORN-N,Adversity,0
861,ACORN-E,Affluent,1
862,ACORN-H,Comfortable,0
863,ACORN-D,Affluent,1
864,ACORN-E,Affluent,1
865,ACORN-L,Adversity,0
866,ACORN-D,Affluent,1
867,ACORN-K,Adversity,0
869,ACORN-P,Adversity,0
870,ACORN-Q,Adversity,0
871,ACORN-D,Affluent,1
872,ACORN-K,Adversity,0
873,ACORN-P,Adversity,0
874,ACORN-F,Comfortable,0
875,ACORN-E,Affluent,1
876,ACORN-J,Comfortable,0
880,ACORN-F,Comfortable,0
881,ACORN-K,Adversity,0
882,ACORN-H,Comfortable,0
883,ACORN-D,Affluent,1
885,ACORN-J,Comfortable,0
886,ACORN-A,Affluent,1
888,ACORN-D,Affluent,1
889,ACORN-Q,Adversity,0
890,ACORN-Q,Adversity,0
891,ACORN-Q,Adversity,0
892,ACORN-E,Affluent,1
893,ACORN-L,Adversity,0
894,ACORN-Q,Adversity,0
896,ACORN-E,Affluent,1
897,ACORN-B,Affluent,1
899,ACORN-H,Comfortable,0
900,ACORN-G,Comfortable,0
902,ACORN-A,Affluent,1
903,ACORN-E,Affluent,1
904,ACORN-F,Comfortable,0
905,ACORN-E,Affluent,1
906,ACORN-Q,Adversity,0
907,ACORN-H,Comfortable,0
908,ACORN-H,Comfortable,0
909,ACORN-I,Comfortable,0
911,ACORN-M,Adversity,0
912,ACORN-K,Adversity,0
914,ACORN-H,Comfortable,0
915,ACORN-Q,Adversity,0
916,ACORN-E,Affluent,1
917,ACORN-F,Comfortable,0
918,ACORN-E,Affluent,1
919,ACORN-P,Adversity,0
920,ACORN-F,Comfortable,0
921,ACORN-Q,Adversity,0
922,ACORN-F,Comfortable,0
923,ACORN-M,Adversity,0
925,ACORN-K,Adversity,0
926,ACORN-Q,Adversity,0
927,ACORN-H,Comfortable,0
928,ACORN-Q,Adversity,0
929,ACORN-O,Adversity,0
930,ACORN-N,Adversity,0
933,ACORN-F,Comfortable,0
934,ACORN-F,Comfortable,0
936,ACORN-E,Affluent,1
940,ACORN-E,Affluent,1
941,ACORN-E,Affluent,1
947,ACORN-Q,Adversity,0
948,ACORN-A,Affluent,1
949,ACORN-Q,Adversity,0
950,ACORN-E,Affluent,1
951,ACORN-E,Affluent,1
952,ACORN-Q,Adversity,0
953,ACORN-L,Adversity,0
954,ACORN-Q,Adversity,0
955,ACORN-H,Comfortable,0
956,ACORN-E,Affluent,1
957,ACORN-D,Affluent,1
958,ACORN-E,Affluent,1
959,ACORN-L,Adversity,0
960,ACORN-E,Affluent,1
962,ACORN-F,Comfortable,0
963,ACORN-Q,Adversity,0
964,ACORN-E,Affluent,1
966,ACORN-H,Comfortable,0
967,ACORN-Q,Adversity,0
968,ACORN-E,Affluent,1
969,ACORN-F,Comfortable,0
970,ACORN-J,Comfortable,0
971,ACORN-Q,Adversity,0
972,ACORN-E,Affluent,1
973,ACORN-E,Affluent,1
974,ACORN-A,Affluent,1
975,ACORN-E,Affluent,1
977,ACORN-E,Affluent,1
978,ACORN-Q,Adversity,0
979,ACORN-L,Adversity,0
980,ACORN-F,Comfortable,0
981,ACORN-Q,Adversity,0
983,ACORN-D,Affluent,1
984,ACORN-F,Comfortable,0
986,ACORN-F,Comfortable,0
987,ACORN-J,Comfortable,0
988,ACORN-F,Comfortable,0
989,ACORN-Q,Adversity,0
990,ACORN-E,Affluent,1
992,ACORN-F,Comfortable,0
995,ACORN-H,Comfortable,0
996,ACORN-F,Comfortable,0
997,ACORN-Q,Adversity,0
998,ACORN-H,Comfortable,0
1000,ACORN-D,Affluent,1
1001,ACORN-E,Affluent,1
1002,ACORN-Q,Adversity,0
1003,ACORN-Q,Adversity,0
1005,ACORN-K,Adversity,0
1006,ACORN-L,Adversity,0
1007,ACORN-Q,Adversity,0
1008,ACORN-Q,Adversity,0
1009,ACORN-H,Comfortable,0
1010,ACORN-L,Adversity,0
1011,ACORN-E,Affluent,1
1017,ACORN-N,Adversity,0
1018,ACORN-Q,Adversity,0
1019,ACORN-F,Comfortable,0
1020,ACORN-Q,Adversity,0
1021,ACORN-F,Comfortable,0
1022,ACORN-E,Affluent,1
1026,ACORN-N,Adversity,0
1027,ACORN-E,Affluent,1
1028,ACORN-F,Comfortable,0
1029,ACORN-E,Affluent,1
1031,ACORN-Q,Adversity,0
1032,ACORN-E,Affluent,1
1035,ACORN-Q,Adversity,0
1036,ACORN-G,Comfortable,0
1037,ACORN-Q,Adversity,0
1038,ACORN-Q,Adversity,0
1039,ACORN-E,Affluent,1
1040,ACORN-Q,Adversity,0
1041,ACORN-Q,Adversity,0
1042,ACORN-E,Affluent,1
1043,ACORN-E,Affluent,1
1044,ACORN-H,Comfortable,0
1045,ACORN-H,Comfortable,0
1046,ACORN-M,Adversity,0
1047,ACORN-Q,Adversity,0
1048,ACORN-Q,Adversity,0
1049,ACORN-Q,Adversity,0
1050,ACORN-Q,Adversity,0
1051,ACORN-Q,Adversity,0
1052,ACORN-E,Affluent,1
1053,ACORN-E,Affluent,1
1054,ACORN-K,Adversity,0
1055,ACORN-F,Comfortable,0
1056,ACORN-E,Affluent,1
1058,ACORN-P,Adversity,0
1059,ACORN-M,Adversity,0
1060,ACORN-E,Affluent,1
1061,ACORN-K,Adversity,0
