id,acorn,acorn-grouped
5543,ACORN-G,Comfortable
5544,ACORN-N,Adversity
5545,ACORN-Q,Adversity
5546,ACORN-P,Adversity
5547,ACORN-Q,Adversity
5548,ACORN-L,Adversity
5552,ACORN-E,Affluent
5553,ACORN-E,Affluent
5554,ACORN-E,Affluent
5555,ACORN-E,Affluent
5558,ACORN-E,Affluent
5561,ACORN-L,Adversity
5562,ACORN-F,Comfortable
5566,ACORN-E,Affluent
5567,ACORN-Q,Adversity
